No.,Name,Location,Hectares,bandNumber,bandName,address
7154,TOOPS 3,"KAMLOOPS DISTRICT, ON WEST SHORE OF ADAMS LAKE, AT OUTLET INTO THE ADAMS RIVER",10.1,684,Adams Lake,"PO BOX 588, CHASE, BC, V0E 1M0"
7165,BONAPARTE 3,"KAMLOOPS DIST IN SEC. 34&35 TP21 R25, SEC. 2&3 TP22 R25 W6M BOTH BANKS OF THE BONAPART RIVER BTW LTS 1071 AND 90 CG",704.0,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7168,GRASSLANDS 7,"KAMLOOPS DISTRICT, PARTS OF SECS. 15,16,17,20,21 &2, TP.21 R.25, W.6M, ON MCLEAN LAKE, 8 MILES N.W. OF ASHCROFT",207.6,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7172,HIHIUM LAKE 6,KAMLOOPS DISTRICT IN SEC 16 TWP 24 RGE 23 W6M AT WEST END OF HIHIUM LAKE,31.8,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7170,HIHIUM LAKE 6A,KAMLOOPS DIST. IN SEC 16 TWP24 RGE 23 W6M ON NORTH SHORE OF HIHIUM LAKE NEAR NORTHEAST CORNER OF IR #6,2.1,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7171,HIHIUM LAKE 6B,"KAMLOOPS DISTRICT, IN TP. 24, RANGE 23, W.6M ON SOUTH SHORE OF HIHIUM LAKE, NEAR EAST END",2.0,688,Tk'emlúps te Secwépemc,"200 - 330 CHIEF ALEX THOMAS WAY, KAMLOOPS, BC, V2H 1H1"
7166,LOON LAKE 4,LILLOOET DISTRICT AT THE WESTERN EXTRIMITY OF LOON LAKE 25 MILES NORTH OF ASHCROFT,24.0,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7164,LOWER HAT CREEK 2,"KAMLOOPS DIST. IN SECS 18&19,TP.22,T.25, SECS. 13,14,15,22, 23,24,TP.22,R.26,W.6M, IN HAT CREEK VALLEY",31.6,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7167,MAUVAIS ROCHER 5,"KAMLOOPS DISTRICT IN SECT. 14, TP.21, R.33, W.6M ON RIGHT BANK OF THOMPSON RIVER, 10 MILES NORTHEAST OF ASHCROFT",40.2,687,Skeetchestn,"PO BOX 178, SAVONA, BC, V0K 2J0"
7163,UPPER HAT CREEK 1,"KAMLOOPS DISTRICT, IN THE HAT CREEK VALLEY, 15 MILES NORTH- WEST OF ASHCROFT",835.3,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7170,HIHIUM LAKE 6A,KAMLOOPS DIST. IN SEC 16 TWP24 RGE 23 W6M ON NORTH SHORE OF HIHIUM LAKE NEAR NORTHEAST CORNER OF IR #6,2.1,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7171,HIHIUM LAKE 6B,"KAMLOOPS DISTRICT, IN TP. 24, RANGE 23, W.6M ON SOUTH SHORE OF HIHIUM LAKE, NEAR EAST END",2.0,687,Skeetchestn,"PO BOX 178, SAVONA, BC, V0K 2J0"
9692,MARSHY LAKE 1,,62.7,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7169,SKEETCHESTN,"KAMLOOPS DISTRICT, ALONG DEADMAN'S CREEK AND RIGHT BANK OF THOMPSON RIVER",7975.7,687,Skeetchestn,"PO BOX 178, SAVONA, BC, V0K 2J0"
7172,HIHIUM LAKE 6,KAMLOOPS DISTRICT IN SEC 16 TWP 24 RGE 23 W6M AT WEST END OF HIHIUM LAKE,31.8,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7173,KAMLOOPS 1,"KAMLOOPS DISTRICT SECS ALL W6M, AT CONFLUENCE OF SOUTH & NORTH THOMPSON RIVERS",13283.7,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7174,KAMLOOPS 2,"KAMLOOPS DISTRICT, IN SEC 34 TWP 17 RGE 17 W6M AT OUTLET OF TRAPP LAKE",6.0,688,Tk'emlúps te Secwépemc,"200 - 330 CHIEF ALEX THOMAS WAY, KAMLOOPS, BC, V2H 1H1"
7175,KAMLOOPS 3,KAMLOOPS DISTRICT IN SEC 27 TWP 17 RGE 17 W6M ON WEST SHORE OF TRAPP LAKE,3.0,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7176,KAMLOOPS 4,KAMLOOPS DISTRICT ON RIGHT BANK OF NORTH THOMPSON RIVER ABOUT 24 MILES FROM KAMLOOPS,72.8,688,Tk'emlúps te Secwépemc,"200 - 330 CHIEF ALEX THOMAS WAY, KAMLOOPS, BC, V2H 1H1"
7177,KAMLOOPS 5,KAMLOOPS DISTRICT IN SECS 1 & 2 TWP 2 RGE 16 W6M ON NORTH SHORE OF HEFFLEY LAKE,18.6,688,Tk'emlúps te Secwépemc,"200 - 330 CHIEF ALEX THOMAS WAY, KAMLOOPS, BC, V2H 1H1"
7179,CHUM CREEK 2,"KAMLOOPS DIST. SECS. 9,&15, TP.22, R.12, W.6M LEFT BANK OF THE S. THOMPSON RVR. AT N. END OF LTL SHUSWAP LAKE",195.7,689,Little Shuswap Lake,"1886 LITTLE SHUSWAP LAKE ROAD, CHASE, BC, V0E 1M2"
7180,MEADOW CREEK 3,"KAMLOOPS DISTRICT IN SECTION 25, TP.21, R.12,W.6M, 1 MILE EAST OF CHUM LAKE 1 MILE NORTH OF PHILLIPS LAKE",24.3,689,Little Shuswap Lake,"1886 LITTLE SHUSWAP LAKE ROAD, CHASE, BC, V0E 1M2"
7182,NORTH BAY 5,"KAMLOOPS DIST IN SECS 9,10,15,16 TP21,R10,W.6M ON N SHORE OF SALMON ARM OF SHUSWAP LAKE. TAPPEN CP STN IS ON RESERVE.",314.8,689,Little Shuswap Lake,"1886 LITTLE SHUSWAP LAKE ROAD, CHASE, BC, V0E 1M2"
7178,QUAAOUT 1,"KAMLOOPS DIST. ALL SECTIONS W.6M, BTW. SHUSWAP AND LITTLE SHUSWAP LAKES, ON RIGHT BANK OF THE SOUTH THOMPSON RIVER",1726.0,689,Little Shuswap Lake,"1886 LITTLE SHUSWAP LAKE ROAD, CHASE, BC, V0E 1M2"
7181,SCOTCH CREEK 4,"KAMLOOPS DIST. IN SECS.28,29,31-33,TP22,R11, SECS 3-5,TP23, R.11,W.6M, ON NORTH SHORE OF SHUSWAP LAKE, N. OF SCOTCH CRK",851.9,689,Little Shuswap Lake,"1886 LITTLE SHUSWAP LAKE ROAD, CHASE, BC, V0E 1M2"
7183,NESKONLITH 1,"KAMLOOPS DISTRICT, ALL SECTIONS W.6M, ON RIGHT BANK OF SOUTH THOMPSON RIVER, 4 MILES BELOW LITTLE SHUSWAP LAKE",1280.4,690,Neskonlith,"PO BOX 318, CHASE, BC, V0E 1M0"
7184,NESKONLITH 2,"KAMLOOPS DISTRICT, ALL SECTIONS W.6M, ON LEFT BANK OF THE SOUTH THOMPSON RVR, 1 MILE SOUTH OF SHUSWAP C.P. STATION",1007.2,690,Neskonlith,"PO BOX 318, CHASE, BC, V0E 1M0"
7185,SWITSEMALPH 3,"KAMLOOPS DISTRICT, ON WEST SHORE OF SALMON ARM OF SHUSWAP LAKE",523.6,690,Neskonlith,"PO BOX 318, CHASE, BC, V0E 1M0"
7188,BARRIERE RIVER 3A,KAMLOOPS DIST. ON LEFT BANK OF THE BARRIERE RIVER ABOUT 2 MILES FROM MOUTH OF THE NORTH THOMPSON RIVER,1.6,691,Simpcw First Nation,"PO BOX 220, BARRIERE, BC, V0E 1E0"
7190,BOULDER CREEK 5,"KAMLOOPS DISTRICT, LOT 4088, NORTH OF DUNN LAKE",259.0,691,Simpcw First Nation,"PO BOX 220, BARRIERE, BC, V0E 1E0"
7189,LOUIS CREEK 4,KAMLOOPS DIST LEFT BANK OF LOUIS CK ABOUT 1/4 MILE FROM ITS CONFLUENCE WITH N. THOMPSON RIVR ABOUT 34 MLS N OF KAMLOOPS,3.0,691,Simpcw First Nation,"PO BOX 220, BARRIERE, BC, V0E 1E0"
7187,NEKALLISTON 2,KAMLOOPS DISTRICT NEAR LITTLE FORT AND OPPOSITE NEKALLISTON CREEK FIFTY MILES NORTH OF KAMLOOPS,1.0,691,Simpcw First Nation,"PO BOX 220, BARRIERE, BC, V0E 1E0"
7186,NORTH THOMPSON 1,KAMLOOPS DISTRICT ON THE LEFT BANK OF THE NORTH THOMPSON RIVER ABOUT 45 MILES NORTH OF KAMLOOPS,1236.1,691,Simpcw First Nation,"PO BOX 220, BARRIERE, BC, V0E 1E0"
7197,COLDWATER 1,"YALE DISTRICT, ON THE COLDWATER RIVER, 6 MILES SOUTHWEST OF MERRITT",1837.5,693,Coldwater,"PO BOX 4600, MERRITT, BC, V1K 1B8"
7198,GWEN LAKE 3,"KAMLOOPS DISTRICT, NORTHWEST OF GWEN LAKE, 7 MILES SOUTH OF MERRITT",17.2,693,Coldwater,"PO BOX 4600, MERRITT, BC, V1K 1B8"
7199,PAUL'S BASIN 2,"YALE DISTRICT, ON LEFT BANK OF THE COLDWATER RIVER, AT MOUTH AND ALONG MIDDAY CREEK",645.9,693,Coldwater,"PO BOX 4600, MERRITT, BC, V1K 1B8"
7229,HAMILTON CREEK 7,"KAMLOOPS DIST., ON QUILCHENA CREEK, 6 MILES FROM MOUTH OF NICOLA LAKE",1780.7,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7172,HIHIUM LAKE 6,KAMLOOPS DISTRICT IN SEC 16 TWP 24 RGE 23 W6M AT WEST END OF HIHIUM LAKE,31.8,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7224,JOEYASKA 2,"KAMLOOPS DISTRICT IN SEC 11 TWP 91, ON GODEY CREEK 3MILES SOUTHEAST OF MERRIT",129.5,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7228,LOGAN'S 6,KAMLOOPS DISTRICT ON QUILCHENA CREEK FLOWING INTO NICOLA LAKE,18.2,688,Tk'emlúps te Secwépemc,"200 - 330 CHIEF ALEX THOMAS WAY, KAMLOOPS, BC, V2H 1H1"
7223,NICOLA MAMEET 1,KAMLOOPS DIST ON THE BANKS OF GUICHON CREEK AND THE NICOLA RIVER NEAR THEIR JUNCTION 3 MILES NORTHWEST OF MERRITT,4586.6,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7225,PIPSEUL 3,"KAMLOOPS DISTRICT, IN SECTIONS 27&28, TP.17, R.21, W.6M, ON GUICHON AND MEADOW CREEKS",89.0,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7230,SPEOUS 8,"KAMLOOPS DIST PT IN SEC 36, TP13,R23,W.6M. (IN RR BELT) & PT OUTSIDE BELT, 1 MILE SOUTH OF CANFORD C.P. STATION",113.3,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7231,ZOHT 14,"KAMLOOPS DISTRICT, LOT 4210, IN TP.94, ON CLAPPERTON CREEK 7 MILES NORTH OF NICOLA",112.1,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7226,ZOHT 4,"KAMLOOPS DISTRICT, IN TP94, 2 MILES NORTH OF NICOLA, AT WEST END OF NICOLA LAKE",202.3,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7227,ZOHT 5,"KAMLOOPS DISTRICT, IN SEC. 36, TP.94, LOT 716,G.1., ON CLAPPERTON CREEK, 6 MILES NORTH OF NICOLA",64.7,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7243,ENHALT 11,"KAMLOOPS DISTRICT, IN SECS. 1,2,11 & 12, TP.16, R.25, W.6M, ON SACKUM CREEK, SOUTH OF SQUIANNY I.R. NO. 10",56.7,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7235,GULADA 3A,"KAMLOOPS DISTRICT, IN SECS. 32 & 33, TP.16, R.25, W.6M, E. OF THE LEFT BANK OF THOMPSON RVR, S. OF SACKUM I.R. NO. 3",0.6,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7237,KLAHKOWIT 5,"KAMLOOPS DISTRICT IN SECS. 5&8, TP.16,R.25,W.6M, ON RIGHT BANK OF THE THOMPSON RIVER AT SEDDALL C.N. STATION",71.3,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7233,KYKINALKO 2,"KAMLOOPS DISTRICT IN SECS. 15&16, TP15, R25, W.6M, ON THE NICOMEN RIVER 1/2 MILE EAST OF THOMPSON RIVER",53.0,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7245,NAYKIKOULTH 13,"KAMLOOPS DIS. IN SECS. 3&10,TP16,R24,W.6M, ON LEFT BANK OF NICOLA RIVER, OPPOSITE CLAPPERTON C.P. STATION",61.4,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7232,NICOMEN 1,"KAMLOOPS DIST IN SECS 16&17, TP15,R25,W.6M ON LEFT BANK OF THOMPSON RIVER SOUTH OF MOUTH OF NICOMEN RIVER",49.4,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7246,PUTKWA 14,"KAMLOOPS DIST IN SECS. 11&14, TP15,R26,W.6M RIGHT BANK OF THOMPSON RIVER, SOUTH OF PITQUAH C.N. STATION",3.0,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7234,SACKUM 3,"KAMLOOPS DIST SECS 32&33,TP16,R.25, SEC.4&5,TP16,R.25,W.6M, ON LEFT BANK OF THOMPSON RVR AT MOUTH OF SACKUM CREEK",5.0,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7239,SHOSKHOST 7,"KAMLOOPS DISTRICT, ON RIGHT BANK OF THE THOMPSON RIVER, 8 MILES NORTHEAST OF LYTTON",6.2,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7247,SHUOUCHTEN 15,"KAMLOOPS DIST. SEC.14,TP15,R.26,W.6M, ON RIGHT BANK OF THE THOMPSON RIVER, 1/2 MILE EAST OF PITQUAH C.N. STATION",3.1,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7244,SKAYNANEICHST 12,"KAMLOOPS DIST. IN SEC. 15,TP16,R.24,W.6M, ON BOTH BANKS OF THE SKAYNANEICHST CREEK, 2 MILES ABOVE MOUTH ON NICOLA RVR",81.0,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7241,SKEIKUT 9,"KAMLOOPS DISTRICT, AT HEADWATERS OF THE SKEIKUT CREEK, ON DIVIDE BETWEEN THOMPSON & NICOLA RIVERS",157.8,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7236,SKHPOWTZ 4,"KAMLOOPS DISTRICT, ON RIGHT BANK OF THE THOMPSON RIVER, OPPOSITE MOUTH OF SACKUM CREEK",4.2,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7238,SLEETSIS 6,"KAMLOOPS DISTRICT, ON RIGHT BANK OF THOMPSON RIVER, AT MOUTH OF SLEETSIS CRK, 5 MILES SOUTHWEST OF SPENCES BRIDGE",6.6,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7242,SQUIANNY 10,"KAMLOOPS DISTRICT, AT HEADWAATERS OF SQUIANNY CREEK, ON DIVIDE BETWEEN THOMPSON AND NICOLA RIVERS",615.0,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7240,UNPUKPULQUATUM 8,"KAMLOOPS DISTRICT, ON RIGHT BANK OF THE THOMPSON RIVER, OPPOSITE THOMPSON C.P. STATION",1.4,696,Nicomen,"PO BOX 670, LYTTON, BC, V0K 1Z0"
7253,CHAPPERON CREEK 6,"KAMLOOPS DISTRICT, ON CHAPPERON CREEK, 1/4 MILE EAST OF CHAPPERON LAKE S. OF AND ADJOINING LOT 430",6.1,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7252,CHAPPERON LAKE 5,"KAMLOOPS DIST. ON WEST SHORE OF CHAPPERON LAKE, 10 MILES NORTHEAST OF DOUGLAS LAKE",293.4,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7250,DOUGLAS LAKE 3,"KAMLOOPS DISTRICT, IN TPS. 96, ON DOUGLAS LAKE AND BANKS OF THE NICOLA RIVER",9343.2,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7249,HAMILTON CREEK 2,"KJAMLOOPS DIST., IN TP.97, SOUTHEAST SHORE OF NICOLA LAKE, AT MOUTH OF QUILCHENA CREEK",24.3,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7172,HIHIUM LAKE 6,KAMLOOPS DISTRICT IN SEC 16 TWP 24 RGE 23 W6M AT WEST END OF HIHIUM LAKE,31.8,686,Bonaparte,"PO BOX 669, CACHE CREEK, BC, V0K 1H0"
7248,NICOLA LAKE 1,"KAMLOOPS DISTRICT IN TPS 96 & 97, ON EAST SHORE OF NICOLA LAKE AT MOUTH OF THE NICOLA RIVER",1092.3,695,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC, V1K 0A7"
7254,SALMON LAKE 7,"KAMLOOPS DISTRICT, IN LEFT BANK OF THE SALMON RIVER, AT OUTLET OF SALMON LAKE, EAST OF ADJOINING LOT 737",69.6,688,Tk'emlúps te Secwépemc,"200 - 330 CHIEF ALEX THOMAS WAY, KAMLOOPS, BC, V2H 1H1"
7251,SPAHOMIN CREEK 4,"KAMLOOPS DISTRICT, ONSPAHOMIN CREEK, 6 MILES SOUTH OF DOUGLAS LAKE, SOUTH OF AND ADJOINING I.R. NO. 8",129.5,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7255,SPAHOMIN CREEK 8,"KAMLOOPS DISTRICT, ON SPAHOMIN LAKE AND CREEK, 5 MILES SOUTH OF DOUGLAS LAKE",1561.0,697,Upper Nicola,"PO BOX 3700, MERRITT, BC, V1K 1B8"
7283,AUSTIN'S FLAT 3,"YALE DIST. IN SEC. 34, TP. 9, R26, W6M ON LEFT BANK OF THE FRASER RIVER, 1 1/4 MLS. BELOW CHINA BAR C.P. STN.",0.7,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7290,BOSTON BAR 10,"YALE DIST. IN S.E. 1/4 SEC. 25, TP.10, R.26, W.6M NORTH OF ANDERSEN RIVER, 2 MLS EAST OF THE FRASER RIVER",64.8,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7291,BOSTON BAR 11,"YALE DIST. IN SEC. 10, TP.10, R.26, W.6M ON LEFT BANK OF THE FRASER RIVER, OPPOSITE MOUTH OF SCUZZY CREEK",22.5,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7281,BOSTON BAR 1A,"YALE DIST. IN SEC. 14, TP 10, R26, W.6M ON LEFT BANK OF THE FRASER RIVER 3 MILES SOUTH OF BOSTON BAR C.N. STATION",29.4,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7288,BOSTON BAR 8,"YALE DIST. IN SECS. 23&26, TP.10, R.26, W.6M, ON LEFT BANK OF THE FRASER RIVER AT BOSTON BAR C.N. STATION",122.1,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7289,BOSTON BAR 9,"YALE DIST. IN N.W. 1/4 SEC. 35, TP.10, R.26, W.6M, HALF MLE E. OF FRASER RIVER 1/2 MLE N. OF BOSTON BAR C.N. STN.",64.8,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7284,BUCKTUM 4,"YALE DIST., IN SECTS. 13&14, TP.11,, R26, W.6M ON LEFT BANK OF THE FRASER RIVER 3 MLS BELOW BOOTHROYD C.N. STATION",18.8,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7282,KOPCHITCHIN 2,"CASSIAR DISTRICT LOT 4703, ON RIGHT BANK OF THE DRIFTWOOD RIVER AT MOUTH OF THE KOTSINE RIVER",169.2,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7286,PAUL'S 6,"YALE DISTRICT, SEC. 3, TP.10,R.26,W.6M, ON RIGHT BANK OF FRASER RIVER, BELOW CHINA BAR C.P. STATION",0.4,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7285,SCAUCY 5,"YALE DIST. SEC.10,TP10,R26,W.6M, AT MOUTH OF SCUZZY CREEK ON RIGHT BANK OF FRASER RIVER, 2 MILES ABOVE HELL'S GATE CANYON",7.3,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7287,SHRYPTTAHOOKS 7,"YALE DIST. SECS. 10,14&15, TP.10,R.26,W.6M, ON RIGHT BANK OF FRASER RIVER, 2 MILES NORTH OF CHINA BAR C.P. STATION",21.4,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
7280,TUCKKWIOWHUM 1,"YALE DISTRICT, IN SECS 14&23, TP10,R26,W.6M, ON LEFT BANK OF THE FRASER RIVER, AT MOUTH OF THE ANDERSON RIVER",34.7,701,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC, V0K 1C0"
8374,CLINTON NO. 1,,68.9,702,Whispering Pines/Clinton,"615 WHISPERING PINES DRIVE, KAMLOOPS, BC, V2B 8S4"
7294,KELLY CREEK 3,"LILLOOET DISTRICT, LOT 5288, ON LEFT BANK OF THE FRASER RIVER 1 MILE NORTH OF MOUTH OF KELLY CREEK",1.4,702,Whispering Pines/Clinton,"615 WHISPERING PINES DRIVE, KAMLOOPS, BC, V2B 8S4"
8364,WHISPERING PINES 4,,494.9,702,Whispering Pines/Clinton,"615 WHISPERING PINES DRIVE, KAMLOOPS, BC, V2B 8S4"
7295,HIGH BAR 1,"LILLOOET DIST. ON THE FRASER RIVER, 11 MILES NORTHWEST OF KELLY LAKE, P.G.E. STATION",1183.3,703,High Bar,"PO BOX 458, CLINTON, BC, V0K 1K0"
7296,HIGH BAR 1A,"LILLOOET DISTRICT, LOT 1416, RGE. 2, SOUTH OF AND ADJOINING I.R. NO. 1",87.8,703,High Bar,"PO BOX 458, CLINTON, BC, V0K 1K0"
7297,HIGH BAR 2,"LILLOOET DIST. LOT 5290, ON RIGHT BANK OF THE FRASER RIVER, 10 MILES NORTHWEST OF KELLY LAKE P.G.E. STATION",275.2,703,High Bar,"PO BOX 458, CLINTON, BC, V0K 1K0"
7334,BOOTAHNIE 15,"KAMLOOPS DIST. SECT. 28,29,30,31 & 33 TWP 16 RGE 26 SEC 4 TO 9 TWP 17 RGE 26 W6M NORTH OF BOTANIE LAKE",1554.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7330,CAMERON BAR 13,"KAMLOOPS DIST. IN SEC. 32, TP16, R27, W.6M ON RIGHT BANK OF THE FRASER RIVER, 13 MILES NORTH OF LYTTON",35.2,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7322,FISH LAKE 7,"LILLOOET DISTRICT, ON CINQUEFOIL CREEK, AT SOUTH END OF CINQUEFOIL LAKE, ENCLOSED BY LOTS 2971 AND 4119",32.4,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7332,HALHALAEDEN 14,"KAMLOOPS DIS. IN SECS. 27&34, TPS. 15 R.27, W.6M, LEFT BANK OF THE FRASER RIVER, 5 MILES NORTH OF LYTTON",37.4,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7333,HALHALAEDEN 14A,"KAMLOOPS DIST. IN SEC. 26&27, TP.15, R.27, W.6M, LEFT BANK OF THE FRASER RIVER, 5 MILES NORTH OF LYTTON",105.1,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7340,INKLUCKCHEEN 21,"KAMLOOPS DISTRICT, IN SECTIONS 13 & 24, TP.15, R.27, W.6M, 3 MILES NORTH OF LYTTON",221.2,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
8362,INKLUCKCHEEN 21B,"KAMLOOPS DISTRICT, SECTIONS 23 TO 26, TP.15,R.27,W.6M, ON RIGHT BANK OF THE FRASER RIVER, 4 MILES NORTH OF LYTTON",169.6,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7339,KITZOWIT 20,"KAMLOOPS DISTRICT, IN SECTION 25, TP.14,R.27,W.6M, 2 MILES SOUTH OF LYTTON, 1/2 MILE EAST OF THE FRASER RIVER",11.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7336,KLAHKAMICH 17,"KAMLOOPS DIST. SECS.35&36, TP.14,RGE.27, SEC.6, TP15,R.26, SEC. 1, TP.15,R27,W.6M, ON N. SIDE OF LYTTON CK CREEK SW",9.1,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7341,KLEETLEKUT 22,"KAMLOOPS DISTRICT IN SEC. 18, TP.15,R.26, SEC. 13, TP.15, R.27, W.6M, 2 MILES NORTH OF LYTTON",121.4,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7342,KLEETLEKUT 22A,"KAMLOOPS DIST. IN SECS. 7&18, TP.15,R.26,W.6M, ON RIGHT BANK OF THE THOMPSON RIVER, SOUTH OF AND ADJOINING I.R. NO. 22",68.5,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7337,KLICKKUMCHEEN 18,"KAMLOOPS DIST, IN SEC. 6,TP.15,R.26, SEC. 1,TP.15,R.27,W.6M, AT JUNCTION OF THE THOMPSON & FRASER RVRS. NE OF LYTTON",15.6,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7331,LYTTON 13A,"KAMLOOPS DIST IN SEC. 32,TP.16,R.27, SEC. 5,TP.17,R.27,W.6M NORTHWEST OF AND ADJOINING CAMERON BAR I.R. NO. 13",18.2,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
8352,LYTTON 21A,"KAMLOOPS DISTRICT IN SECTION 15, TP.24,R.27, W.6M, 3 MILES NORTH OF LYTTON",61.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7347,LYTTON 26A,"KAMLOOPS DISTRICT IN SECTIONS 14&23,TP.14,R.27, W.6M, ON RIGHT BANK OF THE FRASER RIVER 3 MLS BELOW LYTTON",81.5,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
19,LYTTON 29,IN VICINITY OF NICKLE PALM RESERVE NO. 4,4.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
20,LYTTON 30,IN VICINITY OF NICKLE PALM RESERVE NO. 4,4.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7352,LYTTON 31,"KAMLOOPS DIST IN SEC 26,RP.14,R.27,W.6M 2 MILES SW. OF LYTTON W. OF AND ADJOINING NICKEYEAH I.R. NO. 25",83.5,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7353,LYTTON 32,"KAMLOOPS DISTRICT IN SECTION 8, TP.17,R.27,W.6M, ON LEFT BANK OF THE FRASER RIVER 14 MILES NORTHERLY FROM LYTTON",42.9,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
